account_id,signup_date,device_id,ip_address,card_fingerprint,address_id,ring_id,is_ring_member,is_hard_negative,is_evasive_ring
acct_4185fbd1ce,2026-04-04T16:23:17,dev_d423ebeec6,209.35.75.14,card_50a23befdf6b,addr_ce0a840923,,0,False,False
acct_4575ea4c23,2025-04-23T17:50:12,dev_71ed5cc628,194.92.62.180,card_3a81c17b9dab,addr_acdc657c56,,0,False,False
acct_a47e9f473b,2026-06-29T05:56:14,dev_d788b82f92,77.124.247.146,card_aee2b9ad9d0a,addr_faa6b4b95c,,0,False,False
acct_19cd01329c,2025-10-20T07:25:19,dev_1840fd53cd,110.200.4.68,card_b0e0cccc8489,addr_b66a83a275,,0,False,False
acct_4b199b2e6f,2025-09-25T11:08:42,dev_9d342e2175,140.39.145.238,card_4c273dc5db8c,addr_8a8592a59c,,0,False,False
acct_9e65bd2984,2026-06-30T21:58:59,dev_1610411d69,149.59.15.204,card_1dd01b942d92,addr_1cb43ee9f8,,0,False,False
acct_2b1bfa98c3,2025-10-01T08:40:42,dev_e133c1a700,53.167.206.172,card_3819c3736de1,addr_227ef72be3,,0,False,False
acct_93f6e64201,2025-01-23T12:30:14,dev_59515ff7b6,79.15.39.2,card_75bba78ec128,addr_e8cd9edfae,evasive_ring_005,1,False,True
acct_6bf4feb1bc,2026-03-16T03:35:50,dev_f6e3810c39,181.140.226.23,card_6e3ba8fffc39,addr_9581cf7828,ring_039,1,False,False
acct_c9aa000b7e,2025-08-15T05:42:12,dev_269415fd48,136.161.108.187,card_0861d6d77c45,addr_a33c606be3,,0,False,False
acct_02a01eb26d,2026-05-11T14:43:00,dev_ae11557689,8.49.109.45,card_2183d5c987ae,addr_1c2029236d,,0,False,False
acct_bb4a6705d8,2025-12-19T10:01:22,dev_348f2a4c13,142.186.51.36,card_5da42b6f3d5e,addr_4a8966fd52,,0,False,False
acct_5218b2ff8f,2025-09-21T02:33:02,dev_9e7b64f6df,82.195.110.208,card_8541d777a947,addr_0961b6b789,,0,False,False
acct_8f5bafc23a,2025-11-11T14:37:53,dev_3c1bad39ab,24.101.50.240,card_6d1d453b779d,addr_5c46abc587,,0,False,False
acct_ce9283b86f,2025-04-19T00:25:53,dev_567b99bff8,102.37.110.7,card_5703616d0b67,addr_b8b6b88d12,,0,False,False
acct_ea89d4e86a,2025-05-16T12:51:43,dev_fb6bd501dd,29.196.49.97,card_1045b1f0308d,addr_26e59cada6,,0,False,False
acct_46ec679639,2026-01-14T09:23:45,dev_985e67973a,45.140.34.152,card_8a4518b59fa5,addr_30c2301b88,ring_035,1,False,False
acct_6e104a37f8,2025-12-29T13:26:38,dev_9ea4f80ff6,89.21.42.10,card_927e74e84150,addr_9bd8081106,ring_000,1,False,False
acct_cb8833f46e,2026-01-30T06:46:15,dev_77a23128c4,121.135.97.60,card_94d14aebf74f,addr_34f13a0b49,,0,False,False
acct_9efa3535dd,2025-03-13T10:36:21,dev_abb4308dad,107.248.180.67,card_a45f2ab30efb,addr_b0c54c8f05,,0,False,False
acct_9e429d2888,2025-09-15T03:31:39,dev_965f735fd5,146.76.164.219,card_1835421f6099,addr_641fce65e4,,0,False,False
acct_1777a6b1b7,2025-03-19T22:55:54,dev_fcc2dda487,222.227.90.202,card_3b6607d5131d,addr_12beb59182,,0,False,False
acct_e8c51db797,2026-01-16T18:01:19,dev_a73c7dac4c,47.146.79.208,card_1d94f25c2a4b,addr_10fba4f30a,,0,False,False
acct_6461a574ef,2026-07-17T03:22:23,dev_5fd863a981,136.99.27.135,card_57163229db0e,addr_a84d099b4c,,0,False,False
acct_f32b3f67e3,2026-03-10T17:46:05,dev_b7580f8455,130.179.44.143,card_485f7564e2f6,addr_91d4222e6c,,0,False,False
acct_876626fff5,2026-04-01T22:33:39,dev_9fbd39881a,3.245.100.184,card_795a363f4c01,addr_67070f5ef6,,0,False,False
acct_10655055df,2026-01-05T04:18:37,dev_e2a948fdfb,159.101.59.103,card_f613b425c52d,addr_4e01af6a69,,0,True,False
acct_686451b7a3,2025-05-01T14:31:26,dev_a6e78496db,82.195.110.208,card_3e8f52506ba0,addr_779e5b5917,,0,False,False
acct_79fa08985e,2026-03-17T20:42:38,dev_4e7b9d5c3a,29.199.237.7,card_03208025df9e,addr_dd7f73cb5a,,0,False,False
acct_21f0fc9a2c,2025-08-26T10:12:14,dev_b10a626a49,7.123.93.239,card_097d6d39adf0,addr_8a2a2ece77,,0,False,False
acct_de342ce778,2025-11-28T12:57:54,dev_ae893ceb18,56.230.177.220,card_fc47c4fda844,addr_146cc5c6da,,0,True,False
acct_72477c4fae,2025-12-04T08:01:14,dev_55401fb65d,176.153.90.97,card_7500eff1d792,addr_49009dd463,,0,False,False
acct_fee66681c2,2025-05-19T10:47:27,dev_dae000efb4,202.172.86.30,card_a1e8a26aa64a,addr_4d8de87a9d,,0,False,False
acct_d6b3327f77,2025-09-24T21:27:35,dev_32b7922224,86.19.44.61,card_b268c0834703,addr_e8187a3e34,,0,False,False
acct_de92f810b4,2026-04-03T04:06:43,dev_5ebe3159f0,85.244.253.55,card_a8a86e3a7620,addr_0054da3668,,0,False,False
acct_54d8ce050f,2025-07-03T21:06:13,dev_725ec4d0e6,44.42.64.43,card_757bcd0d0fa0,addr_619591cbe0,,0,False,False
acct_23159afbd6,2025-12-07T05:59:58,dev_d2f39b9969,53.240.79.223,card_aec04a378349,addr_92b61597e4,,0,False,False
acct_1ea73b7b87,2026-01-02T16:02:42,dev_8b3606c578,11.172.180.58,card_001a8820a2a7,addr_571fa90d98,,0,False,False
acct_7612e9eb42,2025-12-19T05:49:56,dev_6f4df5d1c2,81.212.15.199,card_8d859b32e8c5,addr_357c0c795e,,0,False,False
acct_c3b5e656f4,2025-03-04T02:30:10,dev_a5a0bbe66f,160.51.172.77,card_c9528036afb5,addr_8bdb3fe6d9,,0,False,False
acct_c3354eb061,2025-05-08T21:03:30,dev_179230c363,204.140.226.117,card_dae132001996,addr_9375358e75,,0,False,False
acct_06603cc6fe,2026-07-15T07:52:22,dev_521f250595,6.29.105.235,card_4af721bd242d,addr_c2d5ea8e3b,,0,False,False
acct_7fff1e29f0,2025-06-08T05:07:30,dev_bf24167ab2,154.137.7.209,card_da7e352d7b37,addr_4ac8bdadb0,,0,False,False
acct_2af6f98eb4,2025-11-05T03:04:50,dev_71f175f78d,24.161.237.61,card_d59c95287092,addr_91bf45e199,,0,False,False
acct_8186b8345d,2025-02-22T06:23:36,dev_e3de852676,195.134.77.102,card_5977f0c251c8,addr_a3b4754ebb,,0,False,False
acct_1a80177007,2026-01-07T12:31:56,dev_64412cd736,202.172.86.30,card_e39ecfef4521,addr_75f42ce9db,,0,False,False
acct_282bb144a8,2025-07-13T18:50:08,dev_a7c6208a24,166.182.168.6,card_ac3bda5f5231,addr_af2d5c7780,,0,False,False
acct_bfe345192a,2025-12-10T14:29:18,dev_3d7360f7f7,142.220.178.27,card_98c082d1f208,addr_b221443764,,0,False,False
acct_eabd24763f,2025-01-31T23:21:56,dev_0019a73454,104.254.22.33,card_b05e2f5f7188,addr_01180b46c2,,0,False,False
acct_6ba99774e6,2025-09-01T22:00:17,dev_bf49ef3feb,20.46.195.38,card_533635ffb769,addr_0415eeb8cc,,0,False,False
acct_331461af1e,2026-03-25T16:52:00,dev_b17931ac13,188.231.117.23,card_dbaef449079d,addr_ac8cc36c23,,0,False,False
acct_65bbdaf20c,2025-08-30T02:25:18,dev_5eb363fb74,131.89.244.227,card_637dc091c935,addr_1f0bd720c5,,0,False,False
acct_42d41982fd,2025-09-04T21:19:16,dev_6ac9fd3e80,103.41.141.171,card_97cd0119bb81,addr_16b7837434,,0,False,False
acct_d7302ee4b1,2025-12-04T11:21:40,dev_8882f829ec,113.163.209.250,card_4e41234eb3f4,addr_971d64c6a6,,0,False,False
acct_7f710872d5,2025-08-31T16:40:13,dev_4c44f60867,103.134.238.151,card_d2e932d8f589,addr_87f4db574c,,0,False,False
acct_bac4785321,2025-02-21T00:24:20,dev_2ecca42270,149.24.235.113,card_483c6529ddb2,addr_69181692f8,,0,False,False
acct_865811a239,2025-10-09T04:53:44,dev_66ee993bfb,61.6.32.66,card_ada87ab509ed,addr_99eb50c816,,0,False,False
acct_6e55f4b46f,2025-03-17T06:55:16,dev_b2abf67372,69.32.139.212,card_788b86b7dbc6,addr_0fb927ba37,,0,False,False
acct_697b36ab9b,2026-02-26T10:40:39,dev_3a38ae1b22,222.74.29.195,card_1b75777e7162,addr_02ba181a6f,,0,False,False
acct_b70dd4863e,2025-11-05T15:14:02,dev_1e3b04139c,179.254.147.111,card_20a12fd51e68,addr_f360679c89,,0,False,False
acct_48b6406b53,2025-04-10T07:57:04,dev_08e600fe8d,183.214.39.114,card_db63e1c65338,addr_298b7224a6,,0,False,False
acct_a316c074b7,2026-03-15T18:44:22,dev_46822a45ce,180.238.165.52,card_0fcb09734fc3,addr_abbcc803f5,,0,False,False
acct_c223753940,2026-06-06T10:43:54,dev_052a759156,26.167.164.196,card_2f96554dee1c,addr_ff5a1de36a,,0,False,False
acct_936920922d,2026-03-29T03:58:56,dev_b3d6cadee6,98.246.159.0,card_84d7b0ea67dd,addr_09c8b34c9a,evasive_ring_014,1,False,True
acct_58faef291c,2025-03-09T15:12:44,dev_01fb51571f,139.90.214.84,card_a8c45f29924e,addr_44384cb4c8,,0,False,False
acct_a8d13dd786,2026-01-19T06:53:16,dev_74b41ebe6f,102.141.231.1,card_b91fc601e228,addr_2117269aa4,,0,False,False
acct_120434b0cb,2025-05-26T04:10:27,dev_b75ad98393,109.2.237.129,card_a50038d921db,addr_45286989a0,,0,False,False
acct_8d1067fd83,2025-01-29T09:23:19,dev_c30da0ff6f,37.156.235.190,card_4bc787e6d5d6,addr_d4be420144,,0,False,False
acct_552badc949,2025-12-13T14:51:23,dev_8c1046c0c1,51.254.20.68,card_7af1589c2245,addr_75a6baea92,,0,False,False
acct_76192ee039,2025-10-06T12:46:05,dev_d2b463fed4,56.86.19.226,card_c7ee46edbd10,addr_e443bb1d16,,0,False,False
acct_f6ca188e69,2025-08-18T17:57:51,dev_7fa9b647de,2.105.13.72,card_7d7487c71c32,addr_b10f36798d,,0,False,False
acct_0541d70055,2026-05-14T10:14:17,dev_8253aa72a7,112.108.176.251,card_0cfcb2781b1e,addr_6379dc9a70,,0,False,False
acct_b3df9717e2,2026-03-14T18:36:06,dev_5aa2419f8d,193.66.243.199,card_4d5afd0db353,addr_61075d173b,,0,False,False
acct_a391b171c6,2025-03-11T23:16:04,dev_ef61d79a59,72.78.56.185,card_7d35accaae82,addr_4891c9fa5b,,0,False,False
acct_a315fbaa47,2025-07-09T02:49:05,dev_cd4f4e1a01,113.63.210.210,card_4b3934bedd64,addr_f86e060552,ring_015,1,False,False
acct_dcfa111b53,2025-08-18T05:49:08,dev_3142d5c6ed,130.238.7.78,card_fd8f9d3385fe,addr_22bc6ab27c,,0,False,False
acct_e46cf81409,2026-06-11T10:26:42,dev_8e564bed58,66.97.174.250,card_42eb36671705,addr_473e41e85d,,0,False,False
acct_31e0fc7f5e,2026-04-29T07:42:37,dev_0558623120,59.106.139.154,card_edcf993e182e,addr_bd03a5e17e,,0,False,False
acct_56bf024dc6,2025-05-25T06:41:59,dev_ec5f615d15,203.7.245.178,card_94f5e604d040,addr_66efe158fe,,0,False,False
acct_a89a2a73c8,2025-06-25T00:43:36,dev_744527afdb,214.139.95.38,card_85d7b85ae987,addr_aea88c827d,,0,False,False
acct_cae771fe91,2025-06-21T22:35:01,dev_1a4cd8c547,124.148.41.21,card_17aae59356b4,addr_9d62186021,,0,False,False
acct_80324999e0,2026-03-07T05:44:26,dev_8b7b03f20e,81.169.11.184,card_2fae52e6d66e,addr_88a384fa45,,0,False,False
acct_9b6abacee6,2026-01-05T15:51:12,dev_f9c6cbf18c,105.63.14.51,card_764b33111814,addr_ebde8f04e4,ring_006,1,False,False
acct_0604e86bbc,2025-01-24T12:34:12,dev_82a25312b2,92.198.46.91,card_dfc2335fbfdc,addr_fdd68e4e31,,0,False,False
acct_254a202ddb,2026-02-06T04:17:03,dev_006934968a,102.151.109.101,card_7c8bfe38ad01,addr_458f26d8e3,,0,False,False
acct_83b4ca3ad4,2025-05-25T18:30:14,dev_bfb6c153aa,159.83.180.155,card_356ac0b7c4b7,addr_fad3bfb83a,,0,False,False
acct_5e1faf50f9,2025-01-25T04:41:24,dev_d65493fdaf,70.46.28.145,card_f3e8ca4e8d97,addr_7d11c793f3,,0,False,False
acct_0cad882990,2026-02-13T07:40:38,dev_617994d54e,83.97.122.113,card_9f70587be7d1,addr_ba621cc415,,0,False,False
acct_bab36684a9,2026-01-25T08:00:16,dev_fd74c97ce9,116.206.9.236,card_a03d1d12a9d5,addr_b381d4caad,,0,False,False
acct_9d59c92d82,2025-09-24T07:45:06,dev_60d2979b6a,120.221.97.61,card_782f85f9d901,addr_ef07c927a4,,0,False,False
acct_237101fa04,2026-05-31T03:03:41,dev_65c6c5b783,192.51.100.138,card_3de1b79ca351,addr_93efe0c361,,0,True,False
acct_b29f1fd47e,2025-07-03T14:25:59,dev_952d550f42,70.102.23.197,card_8c10842dfd79,addr_b562e27287,,0,False,False
acct_0a104b1422,2025-03-08T00:28:13,dev_c98011f96b,172.26.106.23,card_a672df065bbe,addr_d5d9cd27fc,,0,True,False
acct_481770e3a0,2026-03-05T20:20:54,dev_3fed664733,190.106.136.159,card_5ccd52001005,addr_875052865b,,0,False,False
acct_cc37461607,2026-03-13T19:00:06,dev_a3c2903754,18.184.94.82,card_6484cf309830,addr_89ef195551,,0,True,False
acct_e02024d76f,2025-05-16T18:30:53,dev_2c70048c56,193.44.118.169,card_62ca4720e355,addr_0d5a4ec274,,0,False,False
acct_a2fdceaf8c,2025-11-16T19:46:46,dev_4f26e4b832,22.99.171.23,card_dc9a57901aa5,addr_af76851b54,,0,False,False
acct_8b22b2bacf,2026-07-07T14:45:26,dev_7097d474e2,57.45.118.105,card_5807063232ae,addr_c7fdfc1fd0,,0,False,False
acct_1f3fff4825,2026-03-19T06:27:07,dev_0f8bf8db5f,3.33.118.12,card_0759b7b3f595,addr_039568f275,,0,False,False
acct_8431b28ebe,2025-08-18T05:50:07,dev_07dca847c2,87.130.106.123,card_1d131879cc76,addr_b4a9a268fa,,0,False,False
acct_8aa0f81ba2,2026-04-02T12:34:57,dev_9b6233d76f,2.196.130.47,card_b4c65fc13b25,addr_36c64c316c,evasive_ring_002,1,False,True
acct_aa282bc17b,2025-03-25T16:53:56,dev_ecb53673e3,99.9.186.198,card_0f568720a3c9,addr_42a44f2569,,0,False,False
acct_25cd11d30a,2025-04-03T00:05:49,dev_71f14ae7bb,17.70.138.31,card_cb41cc495bf8,addr_aea70e0330,,0,False,False
acct_a01f52ce0d,2025-07-09T03:08:15,dev_cd4f4e1a01,9.106.70.184,card_f64f1b39c282,addr_6d27569c21,ring_015,1,False,False
acct_9b74c6734b,2026-03-17T18:38:43,dev_c850e17eab,18.227.99.112,card_98be7ff0585e,addr_02f239357f,,0,False,False
acct_2cb99a474d,2026-04-24T20:45:13,dev_b7102babc5,133.74.186.187,card_33d67f99e90d,addr_e36b549915,,0,False,False
acct_82eb18c647,2025-02-09T10:20:10,dev_9d151a42aa,198.229.161.111,card_6d2e306311dd,addr_f70e6ba413,,0,False,False
acct_2848f9e722,2025-08-09T14:23:46,dev_f36248b71a,174.150.109.111,card_973567a77caf,addr_6be8e62a9f,,0,False,False
acct_ac7836f281,2025-03-19T19:56:16,dev_d9480cbe99,99.13.51.34,card_c684b23bcb6e,addr_ba842aa9cb,,0,False,False
acct_0b99e03874,2025-08-04T01:30:33,dev_f91edf8fcb,65.218.73.96,card_7e8819b4b683,addr_4f0e7fca48,,0,False,False
acct_0647077e20,2025-04-17T16:40:26,dev_38aef1bcb9,130.8.186.60,card_4c8c62901052,addr_1eb1de1a2d,,0,False,False
acct_98eae25495,2025-07-20T21:46:13,dev_9964428a6b,81.160.98.162,card_4aaaf66438ec,addr_ecbe899290,,0,False,False
acct_5aa75b2326,2025-02-14T18:11:16,dev_e41de1e1c9,88.80.186.159,card_28111f4cae47,addr_73fb1c34bf,,0,False,False
acct_8ab665c9bc,2025-03-16T19:11:50,dev_3a931b7014,75.108.79.122,card_42a01ea88f47,addr_33d5feba04,,0,False,False
acct_80cbd86cff,2025-08-29T23:56:13,dev_f74cad608e,36.191.138.47,card_902ef0d5a371,addr_51f040cba6,,0,False,False
acct_e6351057b0,2026-03-05T18:57:30,dev_1ea81cd008,124.161.70.162,card_5df9792203f2,addr_90b7308df9,,0,False,False
acct_72d03e1c82,2026-03-18T21:27:58,dev_8f73e4425a,137.26.116.48,card_e81c41cbfdd8,addr_ee6b4a27ca,,0,False,False
acct_bab371c719,2025-11-02T07:17:40,dev_52859fecc7,223.130.90.51,card_e85f38e04b53,addr_d058339ab3,,0,False,False
acct_eb35bbce7f,2026-06-17T17:42:17,dev_d96200cdd6,27.117.111.233,card_8e6dfb55bd3d,addr_ae933803bb,,0,False,False
acct_9bb82b45b5,2025-02-10T20:41:58,dev_962c33451e,110.21.84.102,card_b56d1373e2be,addr_cb9e59dfce,,0,False,False
acct_48ccc32339,2026-02-13T20:40:59,dev_73f89c0f0a,25.4.70.36,card_dfa244195fc6,addr_c11cf415ba,,0,False,False
acct_8eb01c74ab,2026-01-06T01:12:58,dev_f035dce8e1,19.128.14.170,card_3484d98d30b5,addr_bcabcdd50c,,0,True,False
acct_9970725fb6,2025-10-23T14:24:07,dev_cad323a5d8,125.173.149.20,card_3ccb6c2b06b4,addr_4b8d49b007,,0,False,False
acct_19cb8aca60,2025-03-25T01:54:25,dev_0b0e8f99c3,67.192.220.205,card_740ea3d6a71b,addr_b158145848,,0,False,False
acct_a36550421c,2025-09-20T22:58:41,dev_6c75c59864,179.254.147.111,card_5f8fedb03f0b,addr_a30765e24f,,0,False,False
acct_eb25855109,2025-04-30T19:28:47,dev_05ed2b3c07,124.220.123.53,card_7e37d0b3c4cb,addr_8413811931,,0,False,False
acct_e1f0150960,2026-06-11T18:31:12,dev_bc051f2e30,181.29.229.232,card_251331ecc293,addr_6eac53fc74,,0,False,False
acct_5e08b9e736,2025-02-13T00:58:13,dev_ffcdbb29cb,80.240.31.80,card_7200ccba3cb7,addr_08c0996111,,0,False,False
acct_a066f2ff25,2025-06-08T21:18:50,dev_e2ae44689c,197.196.210.185,card_76a4bb10170d,addr_7bda6db174,,0,False,False
acct_13feb0269f,2025-07-13T01:48:39,dev_69d4c3cbcc,34.133.159.134,card_12d4b2f39f31,addr_36da0c593f,,0,False,False
acct_3f2008c4f9,2026-05-14T10:03:05,dev_2fdc202dc8,98.4.243.212,card_e7446d2ca7e5,addr_c9cf31689e,,0,False,False
acct_cdcf395989,2025-11-25T15:51:46,dev_ad26501730,115.11.24.126,card_89effabb9376,addr_3d4f1af802,,0,False,False
acct_5c3edc9e99,2026-05-15T04:46:50,dev_6cb7504b9a,179.164.100.156,card_a8b73d46d5b6,addr_0d7ce09df9,,0,False,False
acct_d9a9015fb1,2026-03-14T20:47:27,dev_c10ab5044b,8.253.111.71,card_988616903f88,addr_790b092bb2,,0,False,False
acct_82ea0ba4b6,2025-10-25T12:17:43,dev_6c1df1832e,3.173.150.154,card_521896dcc369,addr_dd9642ffd3,,0,False,False
acct_e11a706a5b,2025-07-26T04:39:06,dev_566268bad4,158.72.174.176,card_06c41dbdd0f7,addr_2fdc56e922,,0,False,False
acct_5be08ca6ad,2026-06-13T09:37:20,dev_73668359d6,189.115.154.227,card_a0936d3301ff,addr_5d1b3e9a87,,0,False,False
acct_eb52c075f2,2026-01-04T19:22:05,dev_4c683c6536,155.201.240.110,card_624ba67c567d,addr_f75c5232fa,,0,False,False
acct_69e0e37fd9,2025-08-21T12:10:18,dev_0906c63cbc,14.37.56.205,card_c6595ff6af90,addr_ab70e4ed07,,0,False,False
acct_d6c8dad6cd,2026-02-24T21:13:08,dev_03ad951083,151.211.235.196,card_19fc1cc02bf8,addr_3ac0276e54,,0,False,False
acct_06b98a412f,2026-02-21T05:37:45,dev_b95f6612a2,56.91.221.130,card_f06d2eb23421,addr_10733052f0,,0,False,False
acct_9263217f32,2026-07-28T07:16:34,dev_31d17633c2,81.231.217.138,card_205faef91159,addr_c14a42aa92,,0,False,False
acct_f0eb26d313,2025-06-13T04:06:37,dev_b421d4b27e,108.63.89.168,card_7fe4c61fe6a3,addr_7391127860,,0,False,False
acct_49c2d9db88,2026-05-01T11:55:32,dev_8fe1e1bd93,160.150.79.187,card_0f3c1dfb4f3c,addr_515b746406,,0,False,False
acct_e15292328d,2026-05-29T19:39:05,dev_08503bdf31,159.105.157.225,card_929d9bd4fd35,addr_667675861d,,0,False,False
acct_83c74acac3,2025-12-25T21:18:49,dev_3666ef7ff1,44.156.221.111,card_5ddcfc9ec78d,addr_6f7b0f3eed,,0,False,False
acct_3857985535,2025-01-29T21:41:03,dev_009d8acf88,183.214.39.114,card_2220a833fd5c,addr_6c0459972b,,0,False,False
acct_229defb8dd,2025-04-01T00:56:06,dev_6eaf291c13,49.25.91.90,card_04b25e7dbe1d,addr_5e7885ff74,,0,False,False
acct_a84ad43aac,2026-06-11T02:07:17,dev_9a908c457c,211.226.43.110,card_a99a360dea44,addr_9712c0941d,,0,False,False
acct_fd71a1e6b7,2026-06-26T23:21:01,dev_3f3b7aab62,130.199.228.88,card_d5a4343b1702,addr_bfef2be2be,,0,False,False
acct_3b7aed7b43,2025-10-26T19:36:07,dev_0e173d73d3,124.15.159.116,card_e764e7a53fc0,addr_63ed410132,,0,False,False
acct_fdd3491cc8,2025-05-29T00:38:44,dev_2f37e7ec71,167.2.183.1,card_3eed749edbee,addr_a73139bd1d,,0,False,False
acct_7201ea4469,2026-07-29T18:50:30,dev_0dbd7287f4,112.108.176.251,card_5c79e86c0ab8,addr_1a0fc59df9,,0,False,False
acct_833b1116c5,2026-01-19T15:11:41,dev_9bfdea5306,201.53.49.74,card_ca0ad7847451,addr_8daba01117,,0,False,False
acct_f779bbcf56,2025-11-30T05:36:50,dev_064c099a1d,136.244.154.227,card_7d417ae472a2,addr_a2cf77f488,,0,False,False
acct_26ec8fa175,2025-10-02T02:29:44,dev_74120afbf1,218.43.77.104,card_a8deff56dd07,addr_bfdc54254e,,0,False,False
acct_5c62e23902,2026-02-24T17:03:58,dev_ce2d0984cc,62.218.44.200,card_646ebf0e52f0,addr_599a58332b,ring_031,1,False,False
acct_dc33613217,2025-04-21T15:33:21,dev_2100bd4fb2,50.25.222.204,card_41662b3207da,addr_5c6d975216,,0,False,False
acct_358c3dad44,2026-01-12T10:45:26,dev_6b6bdefb21,181.27.237.216,card_e5c2ba888214,addr_98061c1f3f,,0,False,False
acct_d690ed0f9f,2026-03-03T07:19:34,dev_ee9cd3768b,37.69.37.213,card_385502469894,addr_4ef95b9f05,,0,False,False
acct_bc5d788d67,2025-11-11T22:15:12,dev_95ed4f5022,170.143.92.152,card_8a8c08e90aa7,addr_e919cf5286,,0,False,False
