account_id,degree,component_size,edge_density,n_shared_attr_types,n_high_conf_attr_types,ip_only_component,signup_spread_hours,txn_spread_hours,avg_txn_amount,ring_id,is_ring_member,is_hard_negative,is_evasive_ring
acct_35b3f0e573,0,1,0.0,0,0,0,0.0,5688.0,1480.24,,0,False,False
acct_bd3c586802,21,22,1.0,1,0,1,13408.179444444444,21324.978333333333,2252.1935294117643,,0,False,False
acct_df23f68c83,0,1,0.0,0,0,0,0.0,0.0,3958.32,,0,False,False
acct_044827962e,0,1,0.0,0,0,0,0.0,8136.0,2605.8450000000003,,0,False,False
acct_a9979944bf,0,1,0.0,0,0,0,0.0,0.0,392.83,,0,False,False
acct_06d9b7c5f4,0,1,0.0,0,0,0,0.0,7752.0,2732.415,,0,False,False
acct_3158ce77ba,0,1,0.0,0,0,0,0.0,4608.0,1125.285,,0,False,False
acct_f130ebc45d,21,22,1.0,1,0,1,13042.761944444444,18772.922777777778,2697.712321428571,,0,False,False
acct_4185fbd1ce,0,1,0.0,0,0,0,0.0,48.0,2542.575,,0,False,False
acct_4575ea4c23,0,1,0.0,0,0,0,0.0,0.0,3926.21,,0,False,False
acct_a47e9f473b,0,1,0.0,0,0,0,0.0,7272.0,2481.4339999999997,,0,False,False
acct_19cd01329c,0,1,0.0,0,0,0,0.0,0.0,4487.68,,0,False,False
acct_4b199b2e6f,0,1,0.0,0,0,0,0.0,4728.0,4149.385,,0,False,False
acct_9e65bd2984,0,1,0.0,0,0,0,0.0,7824.0,3901.9400000000005,,0,False,False
acct_2b1bfa98c3,0,1,0.0,0,0,0,0.0,0.0,1132.18,,0,False,False
acct_93f6e64201,7,8,1.0,2,2,0,13.681666666666667,1072.548611111111,2031.4963636363636,evasive_ring_005,1,False,True
acct_6bf4feb1bc,7,8,1.0,2,2,0,51.47083333333333,52.1875,3013.157142857143,ring_039,1,False,False
acct_c9aa000b7e,0,1,0.0,0,0,0,0.0,8160.0,3184.126666666667,,0,False,False
acct_02a01eb26d,0,1,0.0,0,0,0,0.0,3576.0,2530.523333333333,,0,False,False
acct_bb4a6705d8,0,1,0.0,0,0,0,0.0,5064.0,2645.7400000000002,,0,False,False
acct_5218b2ff8f,19,20,1.0,1,0,1,11389.939722222221,19739.16083333333,2677.8928358208955,,0,False,False
acct_8f5bafc23a,0,1,0.0,0,0,0,0.0,3168.0,3220.395,,0,False,False
acct_ce9283b86f,0,1,0.0,0,0,0,0.0,6576.0,2903.8624999999997,,0,False,False
acct_ea89d4e86a,0,1,0.0,0,0,0,0.0,0.0,4665.86,,0,False,False
acct_46ec679639,7,8,1.0,1,1,0,51.69722222222222,52.24722222222222,2210.7623529411767,ring_035,1,False,False
acct_6e104a37f8,6,7,1.0,1,1,0,42.64611111111111,43.85166666666667,2611.5329411764706,ring_000,1,False,False
acct_cb8833f46e,0,1,0.0,0,0,0,0.0,4368.0,2426.715,,0,False,False
acct_9efa3535dd,0,1,0.0,0,0,0,0.0,3408.0,2545.7533333333336,,0,False,False
acct_9e429d2888,0,1,0.0,0,0,0,0.0,6120.0,1297.4766666666667,,0,False,False
acct_1777a6b1b7,0,1,0.0,0,0,0,0.0,7944.0,1619.6125000000002,,0,False,False
acct_e8c51db797,0,1,0.0,0,0,0,0.0,6144.0,2536.468,,0,False,False
acct_6461a574ef,0,1,0.0,0,0,0,0.0,8304.0,2270.7725,,0,False,False
acct_f32b3f67e3,0,1,0.0,0,0,0,0.0,4800.0,1307.76,,0,False,False
acct_876626fff5,0,1,0.0,0,0,0,0.0,6576.0,2176.6679999999997,,0,False,False
acct_10655055df,0,1,0.0,0,0,0,0.0,0.0,3861.66,,0,True,False
acct_686451b7a3,19,20,1.0,1,0,1,11389.939722222221,19739.16083333333,2677.8928358208955,,0,False,False
acct_79fa08985e,0,1,0.0,0,0,0,0.0,0.0,1942.9,,0,False,False
acct_21f0fc9a2c,0,1,0.0,0,0,0,0.0,3984.0,2506.645,,0,False,False
acct_de342ce778,3,4,1.0,1,1,0,39.17055555555555,7085.491388888889,2146.5284615384617,,0,True,False
acct_72477c4fae,0,1,0.0,0,0,0,0.0,4272.0,3887.29,,0,False,False
acct_fee66681c2,15,16,1.0,1,0,1,13100.232777777777,17967.80972222222,2474.4712,,0,False,False
acct_d6b3327f77,3,4,1.0,1,1,0,9860.336111111112,13460.336111111112,2748.452,,0,False,False
acct_de92f810b4,0,1,0.0,0,0,0,0.0,0.0,4639.64,,0,False,False
acct_54d8ce050f,0,1,0.0,0,0,0,0.0,0.0,752.09,,0,False,False
acct_23159afbd6,0,1,0.0,0,0,0,0.0,3864.0,2241.5333333333333,,0,False,False
acct_1ea73b7b87,0,1,0.0,0,0,0,0.0,5712.0,2473.6625,,0,False,False
acct_7612e9eb42,0,1,0.0,0,0,0,0.0,7656.0,3336.3833333333337,,0,False,False
acct_c3b5e656f4,0,1,0.0,0,0,0,0.0,7368.0,3276.4100000000003,,0,False,False
acct_c3354eb061,0,1,0.0,0,0,0,0.0,4920.0,2362.9900000000002,,0,False,False
acct_06603cc6fe,0,1,0.0,0,0,0,0.0,0.0,164.04,,0,False,False
acct_7fff1e29f0,0,1,0.0,0,0,0,0.0,7656.0,1245.914,,0,False,False
acct_2af6f98eb4,0,1,0.0,0,0,0,0.0,840.0,3086.5699999999997,,0,False,False
acct_8186b8345d,0,1,0.0,0,0,0,0.0,5088.0,2450.096666666667,,0,False,False
acct_1a80177007,15,16,1.0,1,0,1,13100.232777777777,17967.80972222222,2474.4712,,0,False,False
acct_282bb144a8,0,1,0.0,0,0,0,0.0,6648.0,2275.814,,0,False,False
acct_bfe345192a,0,1,0.0,0,0,0,0.0,2928.0,1518.1499999999999,,0,False,False
acct_eabd24763f,0,1,0.0,0,0,0,0.0,0.0,877.88,,0,False,False
acct_6ba99774e6,0,1,0.0,0,0,0,0.0,0.0,1302.67,,0,False,False
acct_331461af1e,0,1,0.0,0,0,0,0.0,7560.0,2551.19,,0,False,False
acct_65bbdaf20c,0,1,0.0,0,0,0,0.0,2616.0,2843.73,,0,False,False
acct_42d41982fd,0,1,0.0,0,0,0,0.0,6960.0,1370.08,,0,False,False
acct_d7302ee4b1,23,24,1.0,1,0,1,12340.922777777778,20314.757222222222,2633.4054166666665,,0,False,False
acct_7f710872d5,0,1,0.0,0,0,0,0.0,4728.0,1751.7433333333336,,0,False,False
acct_bac4785321,0,1,0.0,0,0,0,0.0,0.0,4468.69,,0,False,False
acct_865811a239,0,1,0.0,0,0,0,0.0,5952.0,2853.395,,0,False,False
acct_6e55f4b46f,0,1,0.0,0,0,0,0.0,1536.0,1504.5900000000001,,0,False,False
acct_697b36ab9b,0,1,0.0,0,0,0,0.0,6864.0,1695.7150000000001,,0,False,False
acct_b70dd4863e,21,22,1.0,1,0,1,13408.179444444444,21324.978333333333,2252.1935294117643,,0,False,False
acct_48b6406b53,17,18,1.0,1,0,1,13411.7975,18526.727222222224,2336.0228070175435,,0,False,False
acct_a316c074b7,0,1,0.0,0,0,0,0.0,5616.0,1841.4450000000002,,0,False,False
acct_c223753940,0,1,0.0,0,0,0,0.0,7968.0,3190.068,,0,False,False
acct_936920922d,3,4,1.0,2,2,0,18.9875,1368.0,2959.0383333333334,evasive_ring_014,1,False,True
acct_58faef291c,0,1,0.0,0,0,0,0.0,7176.0,4301.535,,0,False,False
acct_a8d13dd786,0,1,0.0,0,0,0,0.0,6792.0,2500.9750000000004,,0,False,False
acct_120434b0cb,0,1,0.0,0,0,0,0.0,5280.0,4572.483333333334,,0,False,False
acct_8d1067fd83,0,1,0.0,0,0,0,0.0,0.0,287.62,,0,False,False
acct_552badc949,0,1,0.0,0,0,0,0.0,7536.0,1941.543333333333,,0,False,False
acct_76192ee039,0,1,0.0,0,0,0,0.0,216.0,1806.6100000000001,,0,False,False
acct_f6ca188e69,0,1,0.0,0,0,0,0.0,4176.0,3072.0550000000003,,0,False,False
acct_0541d70055,16,17,1.0,1,0,1,12978.23361111111,17656.651944444446,2329.026296296296,,0,False,False
acct_b3df9717e2,0,1,0.0,0,0,0,0.0,7848.0,2466.6699999999996,,0,False,False
acct_a391b171c6,0,1,0.0,0,0,0,0.0,6048.0,3928.9600000000005,,0,False,False
acct_a315fbaa47,6,7,1.0,1,1,0,14.945555555555556,16.72888888888889,2015.546,ring_015,1,False,False
acct_dcfa111b53,0,1,0.0,0,0,0,0.0,5976.0,2708.6800000000003,,0,False,False
acct_e46cf81409,0,1,0.0,0,0,0,0.0,7392.0,3706.3233333333337,,0,False,False
acct_31e0fc7f5e,0,1,0.0,0,0,0,0.0,1080.0,3152.25,,0,False,False
acct_56bf024dc6,0,1,0.0,0,0,0,0.0,4776.0,2636.6059999999998,,0,False,False
acct_a89a2a73c8,0,1,0.0,0,0,0,0.0,3480.0,2491.33,,0,False,False
acct_cae771fe91,0,1,0.0,0,0,0,0.0,0.0,975.8,,0,False,False
acct_80324999e0,3,4,1.0,1,1,0,6115.1547222222225,11179.154722222222,1630.3811111111108,,0,False,False
acct_9b6abacee6,4,6,0.7333333333333333,2,2,0,25.966944444444444,25.916944444444443,2625.7255555555553,ring_006,1,False,False
acct_0604e86bbc,0,1,0.0,0,0,0,0.0,3576.0,1292.9525,,0,False,False
acct_254a202ddb,0,1,0.0,0,0,0,0.0,0.0,1943.49,,0,False,False
acct_83b4ca3ad4,0,1,0.0,0,0,0,0.0,3672.0,1929.5549999999998,,0,False,False
acct_5e1faf50f9,0,1,0.0,0,0,0,0.0,0.0,296.86,,0,False,False
acct_0cad882990,0,1,0.0,0,0,0,0.0,696.0,2808.73,,0,False,False
acct_bab36684a9,0,1,0.0,0,0,0,0.0,5832.0,2357.798,,0,False,False
acct_9d59c92d82,0,1,0.0,0,0,0,0.0,504.0,2753.53,,0,False,False
acct_237101fa04,4,5,1.0,1,1,0,39.394444444444446,9103.660833333333,3010.240588235294,,0,True,False
acct_b29f1fd47e,0,1,0.0,0,0,0,0.0,7920.0,2114.174,,0,False,False
acct_0a104b1422,3,4,1.0,1,1,0,6.8675,8970.86611111111,1685.2023076923078,,0,True,False
acct_481770e3a0,0,1,0.0,0,0,0,0.0,0.0,2399.27,,0,False,False
acct_cc37461607,0,1,0.0,0,0,0,0.0,3000.0,2917.656666666667,,0,True,False
acct_e02024d76f,0,1,0.0,0,0,0,0.0,0.0,1793.11,,0,False,False
acct_a2fdceaf8c,0,1,0.0,0,0,0,0.0,6600.0,2491.0274999999997,,0,False,False
acct_8b22b2bacf,0,1,0.0,0,0,0,0.0,7464.0,2317.38,,0,False,False
acct_1f3fff4825,0,1,0.0,0,0,0,0.0,3000.0,2240.92,,0,False,False
acct_8431b28ebe,0,1,0.0,0,0,0,0.0,6216.0,3362.445,,0,False,False
acct_8aa0f81ba2,5,6,1.0,2,2,0,9.549444444444445,1247.0772222222222,1711.85,evasive_ring_002,1,False,True
acct_aa282bc17b,0,1,0.0,0,0,0,0.0,8736.0,2471.46,,0,False,False
acct_25cd11d30a,0,1,0.0,0,0,0,0.0,3552.0,2421.0824999999995,,0,False,False
acct_a01f52ce0d,6,7,1.0,1,1,0,14.945555555555556,16.72888888888889,2015.546,ring_015,1,False,False
acct_9b74c6734b,0,1,0.0,0,0,0,0.0,1728.0,2765.2666666666664,,0,False,False
acct_2cb99a474d,0,1,0.0,0,0,0,0.0,0.0,2624.38,,0,False,False
acct_82eb18c647,0,1,0.0,0,0,0,0.0,3264.0,1663.7533333333333,,0,False,False
acct_2848f9e722,0,1,0.0,0,0,0,0.0,0.0,4639.8,,0,False,False
acct_ac7836f281,0,1,0.0,0,0,0,0.0,696.0,4127.795,,0,False,False
acct_0b99e03874,0,1,0.0,0,0,0,0.0,6672.0,2710.9300000000003,,0,False,False
acct_0647077e20,13,14,1.0,1,0,1,12195.424722222222,19649.47111111111,2302.0728846153843,,0,False,False
acct_98eae25495,0,1,0.0,0,0,0,0.0,8376.0,3249.7999999999997,,0,False,False
acct_5aa75b2326,19,20,1.0,1,0,1,12943.4675,20190.8775,2706.055,,0,False,False
acct_8ab665c9bc,0,1,0.0,0,0,0,0.0,5640.0,1564.5533333333333,,0,False,False
acct_80cbd86cff,0,1,0.0,0,0,0,0.0,3696.0,3788.3475,,0,False,False
acct_e6351057b0,0,1,0.0,0,0,0,0.0,7776.0,1295.7433333333333,,0,False,False
acct_72d03e1c82,0,1,0.0,0,0,0,0.0,48.0,2207.3599999999997,,0,False,False
acct_bab371c719,0,1,0.0,0,0,0,0.0,4248.0,2026.58,,0,False,False
acct_eb35bbce7f,0,1,0.0,0,0,0,0.0,4392.0,2888.1800000000003,,0,False,False
acct_9bb82b45b5,0,1,0.0,0,0,0,0.0,4368.0,1348.4,,0,False,False
acct_48ccc32339,0,1,0.0,0,0,0,0.0,3696.0,2702.393333333333,,0,False,False
acct_8eb01c74ab,0,1,0.0,0,0,0,0.0,7584.0,1513.92,,0,True,False
acct_9970725fb6,1,2,1.0,1,1,0,732.9194444444445,6936.0,1771.7600000000002,,0,False,False
acct_19cb8aca60,0,1,0.0,0,0,0,0.0,8328.0,2546.1299999999997,,0,False,False
acct_a36550421c,21,22,1.0,1,0,1,13408.179444444444,21324.978333333333,2252.1935294117643,,0,False,False
acct_eb25855109,21,22,1.0,1,0,1,12571.982777777777,19177.21277777778,2589.6075,,0,False,False
acct_e1f0150960,0,1,0.0,0,0,0,0.0,7632.0,3027.0633333333335,,0,False,False
acct_5e08b9e736,0,1,0.0,0,0,0,0.0,0.0,50.18,,0,False,False
acct_a066f2ff25,0,1,0.0,0,0,0,0.0,5520.0,2147.446,,0,False,False
acct_13feb0269f,0,1,0.0,0,0,0,0.0,4440.0,2631.03,,0,False,False
acct_3f2008c4f9,0,1,0.0,0,0,0,0.0,8880.0,2074.358,,0,False,False
acct_cdcf395989,0,1,0.0,0,0,0,0.0,432.0,2381.49,,0,False,False
acct_5c3edc9e99,0,1,0.0,0,0,0,0.0,4824.0,2533.7475,,0,False,False
acct_d9a9015fb1,0,1,0.0,0,0,0,0.0,0.0,2113.64,,0,False,False
acct_82ea0ba4b6,20,21,1.0,1,0,1,13388.944722222222,21331.976944444443,2231.3526229508198,,0,False,False
acct_e11a706a5b,0,1,0.0,0,0,0,0.0,3792.0,2547.278,,0,False,False
acct_5be08ca6ad,0,1,0.0,0,0,0,0.0,6096.0,1839.196,,0,False,False
acct_eb52c075f2,0,1,0.0,0,0,0,0.0,7656.0,2775.7433333333333,,0,False,False
acct_69e0e37fd9,0,1,0.0,0,0,0,0.0,7104.0,3244.96,,0,False,False
acct_d6c8dad6cd,0,1,0.0,0,0,0,0.0,6360.0,2579.6099999999997,,0,False,False
acct_06b98a412f,0,1,0.0,0,0,0,0.0,0.0,196.13,,0,False,False
acct_9263217f32,0,1,0.0,0,0,0,0.0,1536.0,1525.04,,0,False,False
acct_f0eb26d313,0,1,0.0,0,0,0,0.0,8208.0,4089.0299999999997,,0,False,False
acct_49c2d9db88,0,1,0.0,0,0,0,0.0,336.0,4667.835,,0,False,False
acct_e15292328d,0,1,0.0,0,0,0,0.0,0.0,3078.92,,0,False,False
acct_83c74acac3,0,1,0.0,0,0,0,0.0,0.0,4241.67,,0,False,False
acct_3857985535,17,18,1.0,1,0,1,13411.7975,18526.727222222224,2336.0228070175435,,0,False,False
acct_229defb8dd,0,1,0.0,0,0,0,0.0,6936.0,3175.12,,0,False,False
acct_a84ad43aac,0,1,0.0,0,0,0,0.0,5232.0,1973.5500000000002,,0,False,False
acct_fd71a1e6b7,15,16,1.0,1,0,1,12732.0775,21372.77972222222,2345.5634693877555,,0,False,False
acct_3b7aed7b43,0,1,0.0,0,0,0,0.0,6672.0,3866.3,,0,False,False
acct_fdd3491cc8,0,1,0.0,0,0,0,0.0,0.0,214.53,,0,False,False
acct_7201ea4469,16,17,1.0,1,0,1,12978.23361111111,17656.651944444446,2329.026296296296,,0,False,False
acct_833b1116c5,0,1,0.0,0,0,0,0.0,0.0,967.26,,0,False,False
acct_f779bbcf56,0,1,0.0,0,0,0,0.0,4320.0,2755.9259999999995,,0,False,False
acct_26ec8fa175,0,1,0.0,0,0,0,0.0,0.0,2166.18,,0,False,False
acct_5c62e23902,4,5,1.0,1,1,0,7.861111111111111,8.994444444444444,2465.791538461539,ring_031,1,False,False
acct_dc33613217,0,1,0.0,0,0,0,0.0,5400.0,875.5366666666665,,0,False,False
acct_358c3dad44,14,15,1.0,1,0,1,11254.789444444445,16419.12722222222,2352.850476190476,,0,False,False
acct_d690ed0f9f,0,1,0.0,0,0,0,0.0,1104.0,3968.72,,0,False,False
acct_bc5d788d67,0,1,0.0,0,0,0,0.0,216.0,3129.015,,0,False,False
acct_938cd714dd,0,1,0.0,0,0,0,0.0,2832.0,2347.296,,0,False,False
acct_cbf07d221f,0,1,0.0,0,0,0,0.0,0.0,1060.95,,0,False,False
acct_711014acee,0,1,0.0,0,0,0,0.0,8544.0,2862.616666666667,,0,False,False
acct_2d42ae73bb,18,19,1.0,1,0,1,13499.676944444445,18071.27611111111,2814.9192187500003,,0,False,False
acct_4f556472dd,0,1,0.0,0,0,0,0.0,4944.0,2388.6659999999997,,0,False,False
acct_4e9012a572,0,1,0.0,0,0,0,0.0,8928.0,1531.0900000000001,,0,False,False
acct_97c12a6dd3,0,1,0.0,0,0,0,0.0,1896.0,3242.95,,0,False,False
acct_6b7dd12a49,0,1,0.0,0,0,0,0.0,0.0,2436.76,,0,False,False
acct_b8f95dba17,20,21,1.0,1,0,1,13388.944722222222,21331.976944444443,2231.3526229508198,,0,False,False
acct_fd7fd78788,0,1,0.0,0,0,0,0.0,3816.0,2057.886,,0,False,False
acct_ec2ceaa59d,21,22,1.0,1,0,1,13042.761944444444,18772.922777777778,2697.712321428571,,0,False,False
acct_31579a5a12,0,1,0.0,0,0,0,0.0,0.0,1780.85,,0,False,False
acct_4d4c81dc2f,0,1,0.0,0,0,0,0.0,1296.0,1555.835,,0,False,False
acct_e96c02b086,0,1,0.0,0,0,0,0.0,0.0,430.18,,0,False,False
acct_602c04fe20,21,22,1.0,1,0,1,12571.982777777777,19177.21277777778,2589.6075,,0,False,False
acct_4b08e3218b,0,1,0.0,0,0,0,0.0,960.0,3746.0200000000004,,0,False,False
acct_07e3f164e0,0,1,0.0,0,0,0,0.0,4752.0,1809.74,,0,False,False
acct_1684e03f7e,23,24,1.0,1,0,1,12340.922777777778,20314.757222222222,2633.4054166666665,,0,False,False
acct_cfab3b9dea,17,18,1.0,1,0,1,13462.246388888889,21862.24638888889,2190.339649122807,,0,False,False
acct_352d65a1bc,0,1,0.0,0,0,0,0.0,8136.0,3560.0099999999998,,0,False,False
acct_035fd6361d,0,1,0.0,0,0,0,0.0,6816.0,960.1600000000001,,0,False,False
acct_df31ddc5d4,0,1,0.0,0,0,0,0.0,4752.0,1853.1740000000002,,0,False,False
acct_d47fa236c5,10,11,1.0,1,0,1,9667.626666666667,17657.73972222222,1982.858709677419,,0,False,False
acct_d61c6499ff,0,1,0.0,0,0,0,0.0,6912.0,2306.7566666666667,,0,False,False
acct_bc08db0eba,0,1,0.0,0,0,0,0.0,8280.0,3844.804,,0,False,False
acct_d751c44486,0,1,0.0,0,0,0,0.0,2880.0,2857.6999999999994,,0,False,False
acct_16aeec53b2,18,19,1.0,1,0,1,12859.060833333333,19322.019722222223,2563.963548387097,,0,False,False
acct_af7737d1b2,0,1,0.0,0,0,0,0.0,0.0,4007.97,,0,False,False
acct_1855fe89b0,0,1,0.0,0,0,0,0.0,8424.0,3535.943333333333,,0,False,False
acct_3c365587b1,4,5,1.0,2,2,0,34.230555555555554,34.13055555555555,2234.1475,ring_013,1,False,False
acct_98a18c2f4b,0,1,0.0,0,0,0,0.0,624.0,1820.6333333333332,,0,False,False
acct_66a97135c3,0,1,0.0,0,0,0,0.0,3744.0,3302.3033333333333,,0,False,False
acct_137a3bed55,0,1,0.0,0,0,0,0.0,6720.0,2208.2749999999996,,0,False,False
acct_121f2c4e99,0,1,0.0,0,0,0,0.0,0.0,4490.37,,0,False,False
acct_a50c0e86c0,0,1,0.0,0,0,0,0.0,7848.0,3036.142,,0,False,False
acct_005cc5d8e9,0,1,0.0,0,0,0,0.0,6240.0,2329.025,,0,False,False
acct_b08810597b,0,1,0.0,0,0,0,0.0,0.0,240.58,,0,False,False
acct_17ec5c6e22,14,15,1.0,1,0,1,9802.166111111112,18075.890277777777,2463.73,,0,False,False
acct_a5e59c778b,0,1,0.0,0,0,0,0.0,6048.0,1750.3166666666668,,0,False,False
acct_38a43fdb07,5,6,1.0,2,2,0,9.549444444444445,1247.0772222222222,1711.85,evasive_ring_002,1,False,True
acct_ad5668baf1,0,1,0.0,0,0,0,0.0,4896.0,2447.412,,0,False,False
acct_0b3ed003d7,2,3,1.0,1,1,0,6.664444444444444,1339.2583333333334,2844.8175,evasive_ring_006,1,False,True
acct_30ce88b762,0,1,0.0,0,0,0,0.0,5280.0,2458.2525,,0,False,False
acct_df5356ac76,0,1,0.0,0,0,0,0.0,6504.0,3142.428,,0,False,False
acct_08b5dc87bc,6,7,1.0,2,2,0,44.7575,1152.0,2414.311333333333,evasive_ring_010,1,False,True
acct_b917bbb45b,14,15,1.0,1,0,1,9802.166111111112,18075.890277777777,2463.73,,0,False,False
acct_32f5f2aade,21,22,1.0,1,0,1,13408.179444444444,21324.978333333333,2252.1935294117643,,0,False,False
acct_e1c1f01a3f,0,1,0.0,0,0,0,0.0,6456.0,2262.9139999999998,,0,False,False
acct_4e2a2ebe43,0,1,0.0,0,0,0,0.0,4176.0,2544.525,,0,False,False
acct_e3ab4eb9e5,0,1,0.0,0,0,0,0.0,8064.0,3508.295,,0,False,False
acct_55bd6736c6,0,1,0.0,0,0,0,0.0,5880.0,2725.82,,0,False,False
acct_527d897403,0,1,0.0,0,0,0,0.0,6840.0,2046.5549999999998,,0,False,False
acct_71d8221b02,7,8,1.0,2,2,0,51.47083333333333,52.1875,3013.157142857143,ring_039,1,False,False
acct_f8ee583179,19,20,1.0,1,0,1,12943.4675,20190.8775,2706.055,,0,False,False
acct_131ec1bb4f,0,1,0.0,0,0,0,0.0,8712.0,3305.23,,0,False,False
acct_eedfb2f0af,0,1,0.0,0,0,0,0.0,0.0,876.33,,0,False,False
acct_c218f932a2,0,1,0.0,0,0,0,0.0,0.0,2598.74,,0,False,False
acct_7632ec9afe,14,15,1.0,1,0,1,11254.789444444445,16419.12722222222,2352.850476190476,,0,False,False
acct_1e8ff94279,6,7,1.0,2,2,0,11.482777777777779,1368.0,1993.843846153846,evasive_ring_013,1,False,True
acct_0e0884e032,0,1,0.0,0,0,0,0.0,0.0,3706.8,,0,False,False
acct_444167e1d0,0,1,0.0,0,0,0,0.0,2376.0,2772.036666666667,,0,False,False
acct_1cc40833f6,0,1,0.0,0,0,0,0.0,6360.0,2349.8250000000003,,0,False,False
acct_d32d2dc634,0,1,0.0,0,0,0,0.0,0.0,2985.59,,0,False,False
acct_13ade4021a,0,1,0.0,0,0,0,0.0,7320.0,1541.56,,0,False,False
acct_47b50897f6,0,1,0.0,0,0,0,0.0,864.0,2423.726666666667,,0,False,False
acct_7705c7d9e9,0,1,0.0,0,0,0,0.0,7272.0,2530.4700000000003,,0,False,False
acct_04e0ba1779,0,1,0.0,0,0,0,0.0,1776.0,3511.83,,0,False,False
acct_d9b118b26d,3,4,1.0,1,1,0,42.71888888888889,8411.560833333333,2355.6884615384615,,0,True,False
acct_88b389218f,0,1,0.0,0,0,0,0.0,1104.0,3211.28,,0,False,False
acct_96dda480b3,0,1,0.0,0,0,0,0.0,0.0,3348.85,,0,False,False
acct_4bc78a8487,0,1,0.0,0,0,0,0.0,5064.0,2430.225,,0,False,False
acct_45a1e56e0e,0,1,0.0,0,0,0,0.0,0.0,4517.58,,0,False,False
acct_a946e85a91,0,1,0.0,0,0,0,0.0,6936.0,3044.956,,0,False,False
acct_ee43a8e612,0,1,0.0,0,0,0,0.0,5040.0,2007.4474999999998,,0,False,False
acct_ba35336ec6,0,1,0.0,0,0,0,0.0,7296.0,3426.505,,0,False,False
acct_23fa9d2b3c,0,1,0.0,0,0,0,0.0,7008.0,1488.9899999999998,,0,False,False
acct_471687b39d,0,1,0.0,0,0,0,0.0,5400.0,3365.7000000000003,,0,False,False
acct_7a1567ffe2,0,1,0.0,0,0,0,0.0,8208.0,2389.6566666666668,,0,False,False
acct_9459d4b8a6,0,1,0.0,0,0,0,0.0,5112.0,2534.45,,0,False,False
acct_73288385d7,0,1,0.0,0,0,0,0.0,2496.0,909.1,,0,False,False
acct_3807755f47,0,1,0.0,0,0,0,0.0,7392.0,1770.8700000000001,,0,False,False
acct_74f71da2b8,0,1,0.0,0,0,0,0.0,0.0,4292.93,,0,False,False
acct_1449cfde43,0,1,0.0,0,0,0,0.0,6000.0,2505.34,,0,True,False
acct_cb71f4baf1,0,1,0.0,0,0,0,0.0,3576.0,2193.59,,0,False,False
acct_f7684e3ae7,6,7,1.0,1,1,0,42.64611111111111,43.85166666666667,2611.5329411764706,ring_000,1,False,False
acct_712e20c52e,7,8,1.0,2,2,0,40.07694444444444,42.37694444444445,2839.8633333333332,ring_034,1,False,False
acct_f58d742052,0,1,0.0,0,0,0,0.0,3840.0,2394.1299999999997,,0,False,False
